store_id,drug_id,city,state,region,week,date,demand,units_dispensed,stock_on_hand,units_ordered,stockout
S01,D01,Pune,Maharashtra,West,58,2024-02-12,699,699,1315,1622,0
S01,D01,Pune,Maharashtra,West,59,2024-02-19,419,419,2238,0,0
S01,D01,Pune,Maharashtra,West,60,2024-02-26,325,325,1819,0,0
S01,D01,Pune,Maharashtra,West,61,2024-03-04,835,835,1494,1579,0
S01,D01,Pune,Maharashtra,West,62,2024-03-11,531,531,2238,0,0
S01,D01,Pune,Maharashtra,West,63,2024-03-18,444,444,1707,0,0
S01,D01,Pune,Maharashtra,West,64,2024-03-25,590,590,1263,1565,0
S01,D01,Pune,Maharashtra,West,65,2024-04-01,484,484,2238,0,0
S01,D01,Pune,Maharashtra,West,66,2024-04-08,416,416,1754,0,0
S01,D01,Pune,Maharashtra,West,67,2024-04-15,648,648,1338,1548,0
S01,D01,Pune,Maharashtra,West,68,2024-04-22,768,768,2238,0,0
S01,D01,Pune,Maharashtra,West,69,2024-04-29,446,446,1470,1214,0
S01,D01,Pune,Maharashtra,West,70,2024-05-06,530,530,2238,0,0
S01,D01,Pune,Maharashtra,West,71,2024-05-13,357,357,1708,0,0
S01,D01,Pune,Maharashtra,West,72,2024-05-20,512,512,1351,1399,0
S01,D01,Pune,Maharashtra,West,73,2024-05-27,327,327,2238,0,0
S01,D01,Pune,Maharashtra,West,74,2024-06-03,210,210,1911,0,0
S01,D01,Pune,Maharashtra,West,75,2024-06-10,641,641,1701,1178,0
S01,D01,Pune,Maharashtra,West,76,2024-06-17,335,335,2238,0,0
S01,D01,Pune,Maharashtra,West,77,2024-06-24,407,407,1903,0,0
S01,D01,Pune,Maharashtra,West,78,2024-07-01,278,278,1496,0,0
S01,D01,Pune,Maharashtra,West,79,2024-07-08,217,217,1218,1237,0
S01,D01,Pune,Maharashtra,West,80,2024-07-15,369,369,2238,0,0
S01,D01,Pune,Maharashtra,West,81,2024-07-22,398,398,1869,0,0
S01,D01,Pune,Maharashtra,West,82,2024-07-29,551,551,1471,1318,0
S01,D01,Pune,Maharashtra,West,83,2024-08-05,1084,1084,2238,0,0
S01,D01,Pune,Maharashtra,West,84,2024-08-12,179,179,1154,1263,0
S01,D01,Pune,Maharashtra,West,85,2024-08-19,332,332,2238,0,0
S01,D01,Pune,Maharashtra,West,86,2024-08-26,278,278,1906,0,0
S01,D01,Pune,Maharashtra,West,87,2024-09-02,450,450,1628,0,0
S01,D01,Pune,Maharashtra,West,88,2024-09-09,1007,1007,1178,2067,0
S01,D01,Pune,Maharashtra,West,89,2024-09-16,609,609,2238,0,0
S01,D01,Pune,Maharashtra,West,90,2024-09-23,294,294,1629,0,0
S01,D01,Pune,Maharashtra,West,91,2024-09-30,799,799,1335,1702,0
S01,D01,Pune,Maharashtra,West,92,2024-10-07,343,343,2238,0,0
S01,D01,Pune,Maharashtra,West,93,2024-10-14,389,389,1895,0,0
S01,D01,Pune,Maharashtra,West,94,2024-10-21,481,481,1506,1213,0
S01,D01,Pune,Maharashtra,West,95,2024-10-28,373,373,2238,0,0
S01,D01,Pune,Maharashtra,West,96,2024-11-04,497,497,1865,0,0
S01,D01,Pune,Maharashtra,West,97,2024-11-11,686,686,1368,1556,0
S01,D01,Pune,Maharashtra,West,98,2024-11-18,427,427,2238,0,0
S01,D01,Pune,Maharashtra,West,99,2024-11-25,872,872,1811,1299,0
S01,D01,Pune,Maharashtra,West,100,2024-12-02,356,356,2238,0,0
S01,D01,Pune,Maharashtra,West,101,2024-12-09,1070,1070,1882,1426,0
S01,D01,Pune,Maharashtra,West,102,2024-12-16,273,273,2238,0,0
S01,D01,Pune,Maharashtra,West,103,2024-12-23,394,394,1965,0,0
S01,D01,Pune,Maharashtra,West,104,2024-12-30,568,568,1571,1235,0
S01,D01,Pune,Maharashtra,West,105,2025-01-06,353,353,2238,0,0
S01,D01,Pune,Maharashtra,West,106,2025-01-13,372,372,1885,0,0
S01,D01,Pune,Maharashtra,West,107,2025-01-20,614,614,1513,1339,0
S01,D01,Pune,Maharashtra,West,108,2025-01-27,448,448,2238,0,0
S01,D01,Pune,Maharashtra,West,109,2025-02-03,310,310,1790,0,0
S01,D01,Pune,Maharashtra,West,110,2025-02-10,598,598,1480,1356,0
S01,D01,Pune,Maharashtra,West,111,2025-02-17,486,486,2238,0,0
S01,D01,Pune,Maharashtra,West,112,2025-02-24,322,322,1752,0,0
S01,D01,Pune,Maharashtra,West,113,2025-03-03,585,585,1430,1393,0
S01,D01,Pune,Maharashtra,West,114,2025-03-10,384,384,2238,0,0
S01,D01,Pune,Maharashtra,West,115,2025-03-17,355,355,1854,0,0
S01,D01,Pune,Maharashtra,West,116,2025-03-24,521,521,1499,1260,0
S01,D01,Pune,Maharashtra,West,117,2025-03-31,664,664,2238,0,0
S01,D01,Pune,Maharashtra,West,118,2025-04-07,798,798,1574,1462,0
S01,D01,Pune,Maharashtra,West,119,2025-04-14,598,598,2238,0,0
S01,D01,Pune,Maharashtra,West,120,2025-04-21,618,618,1640,1216,0
S01,D01,Pune,Maharashtra,West,121,2025-04-28,386,386,2238,0,0
S01,D01,Pune,Maharashtra,West,122,2025-05-05,257,257,1852,0,0
S01,D01,Pune,Maharashtra,West,123,2025-05-12,296,296,1595,0,0
S01,D01,Pune,Maharashtra,West,124,2025-05-19,1090,1090,1299,2029,0
S01,D01,Pune,Maharashtra,West,125,2025-05-26,515,515,2238,0,0
S01,D01,Pune,Maharashtra,West,126,2025-06-02,223,223,1723,0,0
S01,D01,Pune,Maharashtra,West,127,2025-06-09,292,292,1500,0,0
S01,D01,Pune,Maharashtra,West,128,2025-06-16,523,523,1208,1553,0
S01,D01,Pune,Maharashtra,West,129,2025-06-23,842,842,2238,0,0
S01,D01,Pune,Maharashtra,West,130,2025-06-30,516,516,1396,1358,0
S01,D01,Pune,Maharashtra,West,131,2025-07-07,414,414,2238,0,0
S01,D01,Pune,Maharashtra,West,132,2025-07-14,274,274,1824,0,0
S01,D01,Pune,Maharashtra,West,133,2025-07-21,560,560,1550,1248,0
S01,D01,Pune,Maharashtra,West,134,2025-07-28,378,378,2238,0,0
S01,D01,Pune,Maharashtra,West,135,2025-08-04,336,336,1860,0,0
S01,D01,Pune,Maharashtra,West,136,2025-08-11,677,677,1524,1391,0
S01,D01,Pune,Maharashtra,West,137,2025-08-18,520,520,2238,0,0
S01,D01,Pune,Maharashtra,West,138,2025-08-25,388,388,1718,0,0
S01,D01,Pune,Maharashtra,West,139,2025-09-01,365,365,1330,1273,0
S01,D01,Pune,Maharashtra,West,140,2025-09-08,347,347,2238,0,0
S01,D01,Pune,Maharashtra,West,141,2025-09-15,239,239,1891,0,0
S01,D01,Pune,Maharashtra,West,142,2025-09-22,816,816,1652,1402,0
S01,D01,Pune,Maharashtra,West,143,2025-09-29,245,245,2238,0,0
S01,D01,Pune,Maharashtra,West,144,2025-10-06,905,905,1993,0,0
S01,D01,Pune,Maharashtra,West,145,2025-10-13,511,511,1088,1661,0
S01,D01,Pune,Maharashtra,West,146,2025-10-20,540,540,2238,0,0
S01,D01,Pune,Maharashtra,West,147,2025-10-27,716,716,1698,1256,0
S01,D01,Pune,Maharashtra,West,148,2025-11-03,302,302,2238,0,0
S01,D01,Pune,Maharashtra,West,149,2025-11-10,493,493,1936,0,0
S01,D01,Pune,Maharashtra,West,150,2025-11-17,729,729,1443,1524,0
S01,D01,Pune,Maharashtra,West,151,2025-11-24,638,638,2238,0,0
S01,D01,Pune,Maharashtra,West,152,2025-12-01,162,162,1600,0,0
S01,D01,Pune,Maharashtra,West,153,2025-12-08,358,358,1438,0,0
S01,D01,Pune,Maharashtra,West,154,2025-12-15,391,391,1080,1549,0
S01,D01,Pune,Maharashtra,West,155,2025-12-22,591,591,2238,0,0
S01,D02,Pune,Maharashtra,West,0,2023-01-02,72,72,629,0,0
S01,D02,Pune,Maharashtra,West,1,2023-01-09,174,174,557,0,0
S01,D02,Pune,Maharashtra,West,2,2023-01-16,127,127,383,373,0
S01,D02,Pune,Maharashtra,West,3,2023-01-23,209,209,629,0,0
S01,D02,Pune,Maharashtra,West,4,2023-01-30,87,87,420,0,0
S01,D02,Pune,Maharashtra,West,5,2023-02-06,127,127,333,423,0
S01,D02,Pune,Maharashtra,West,6,2023-02-13,73,73,629,0,0
S01,D02,Pune,Maharashtra,West,7,2023-02-20,152,152,556,0,0
S01,D02,Pune,Maharashtra,West,8,2023-02-27,60,60,404,0,0
S01,D02,Pune,Maharashtra,West,9,2023-03-06,89,89,344,374,0
S01,D02,Pune,Maharashtra,West,10,2023-03-13,125,125,629,0,0
S01,D02,Pune,Maharashtra,West,11,2023-03-20,210,210,504,335,0
S01,D02,Pune,Maharashtra,West,12,2023-03-27,132,132,629,0,0
S01,D02,Pune,Maharashtra,West,13,2023-04-03,130,130,497,0,0
S01,D02,Pune,Maharashtra,West,14,2023-04-10,114,114,367,376,0
S01,D02,Pune,Maharashtra,West,15,2023-04-17,162,162,629,0,0
S01,D02,Pune,Maharashtra,West,16,2023-04-24,97,97,467,0,0
S01,D02,Pune,Maharashtra,West,17,2023-05-01,125,125,370,384,0
S01,D02,Pune,Maharashtra,West,18,2023-05-08,187,187,629,0,0
S01,D02,Pune,Maharashtra,West,19,2023-05-15,121,121,442,0,0
S01,D02,Pune,Maharashtra,West,20,2023-05-22,89,89,321,397,0
S01,D02,Pune,Maharashtra,West,21,2023-05-29,138,138,629,0,0
S01,D02,Pune,Maharashtra,West,22,2023-06-05,132,132,491,0,0
S01,D02,Pune,Maharashtra,West,23,2023-06-12,70,70,359,340,0
S01,D02,Pune,Maharashtra,West,24,2023-06-19,54,54,629,0,0
S01,D02,Pune,Maharashtra,West,25,2023-06-26,106,106,575,0,0
S01,D02,Pune,Maharashtra,West,26,2023-07-03,120,120,469,0,0
S01,D02,Pune,Maharashtra,West,27,2023-07-10,127,127,349,407,0
S01,D02,Pune,Maharashtra,West,28,2023-07-17,186,186,629,0,0
S01,D02,Pune,Maharashtra,West,29,2023-07-24,124,124,443,0,0
S01,D02,Pune,Maharashtra,West,30,2023-07-31,164,164,319,474,0
S01,D02,Pune,Maharashtra,West,31,2023-08-07,78,78,629,0,0
S01,D02,Pune,Maharashtra,West,32,2023-08-14,171,171,551,0,0
S01,D02,Pune,Maharashtra,West,33,2023-08-21,63,63,380,0,0
S01,D02,Pune,Maharashtra,West,34,2023-08-28,172,172,317,484,0
S01,D02,Pune,Maharashtra,West,35,2023-09-04,51,51,629,0,0
S01,D02,Pune,Maharashtra,West,36,2023-09-11,268,268,578,0,0
S01,D02,Pune,Maharashtra,West,37,2023-09-18,142,142,310,461,0
S01,D02,Pune,Maharashtra,West,38,2023-09-25,90,90,629,0,0
S01,D02,Pune,Maharashtra,West,39,2023-10-02,78,78,539,0,0
S01,D02,Pune,Maharashtra,West,40,2023-10-09,208,208,461,376,0
S01,D02,Pune,Maharashtra,West,41,2023-10-16,96,96,629,0,0
S01,D02,Pune,Maharashtra,West,42,2023-10-23,149,149,533,0,0
S01,D02,Pune,Maharashtra,West,43,2023-10-30,125,125,384,370,0
S01,D02,Pune,Maharashtra,West,44,2023-11-06,157,157,629,0,0
S01,D02,Pune,Maharashtra,West,45,2023-11-13,97,97,472,0,0
S01,D02,Pune,Maharashtra,West,46,2023-11-20,129,129,375,383,0
S01,D02,Pune,Maharashtra,West,47,2023-11-27,158,158,629,0,0
S01,D02,Pune,Maharashtra,West,48,2023-12-04,148,148,471,0,0
S01,D02,Pune,Maharashtra,West,49,2023-12-11,58,58,323,364,0
S01,D02,Pune,Maharashtra,West,50,2023-12-18,58,58,629,0,0
S01,D02,Pune,Maharashtra,West,51,2023-12-25,113,113,571,0,0
S01,D02,Pune,Maharashtra,West,52,2024-01-01,188,188,458,359,0
S01,D02,Pune,Maharashtra,West,53,2024-01-08,132,132,629,0,0
S01,D02,Pune,Maharashtra,West,54,2024-01-15,122,122,497,0,0
S01,D02,Pune,Maharashtra,West,55,2024-01-22,120,120,375,374,0
S01,D02,Pune,Maharashtra,West,56,2024-01-29,165,165,629,0,0
S01,D02,Pune,Maharashtra,West,57,2024-02-05,240,240,464,405,0
S01,D02,Pune,Maharashtra,West,58,2024-02-12,192,192,629,0,0
S01,D02,Pune,Maharashtra,West,59,2024-02-19,82,82,437,0,0
S01,D02,Pune,Maharashtra,West,60,2024-02-26,108,108,355,382,0
S01,D02,Pune,Maharashtra,West,61,2024-03-04,188,188,629,0,0
S01,D02,Pune,Maharashtra,West,62,2024-03-11,126,126,441,0,0
S01,D02,Pune,Maharashtra,West,63,2024-03-18,248,248,315,562,0
S01,D02,Pune,Maharashtra,West,64,2024-03-25,99,99,629,0,0
S01,D02,Pune,Maharashtra,West,65,2024-04-01,120,120,530,0,0
S01,D02,Pune,Maharashtra,West,66,2024-04-08,85,85,410,0,0
S01,D02,Pune,Maharashtra,West,67,2024-04-15,108,108,325,412,0
S01,D02,Pune,Maharashtra,West,68,2024-04-22,104,104,629,0,0
S01,D02,Pune,Maharashtra,West,69,2024-04-29,134,134,525,0,0
S01,D02,Pune,Maharashtra,West,70,2024-05-06,115,115,391,353,0
S01,D02,Pune,Maharashtra,West,71,2024-05-13,44,44,629,0,0
S01,D02,Pune,Maharashtra,West,72,2024-05-20,292,292,585,336,0
S01,D02,Pune,Maharashtra,West,73,2024-05-27,186,186,629,0,0
S01,D02,Pune,Maharashtra,West,74,2024-06-03,131,131,443,0,0
S01,D02,Pune,Maharashtra,West,75,2024-06-10,204,204,312,521,0
S01,D02,Pune,Maharashtra,West,76,2024-06-17,138,138,629,0,0
S01,D02,Pune,Maharashtra,West,77,2024-06-24,86,86,491,0,0
S01,D02,Pune,Maharashtra,West,78,2024-07-01,74,74,405,0,0
S01,D02,Pune,Maharashtra,West,79,2024-07-08,98,98,331,396,0
S01,D02,Pune,Maharashtra,West,80,2024-07-15,156,156,629,0,0
S01,D02,Pune,Maharashtra,West,81,2024-07-22,99,99,473,0,0
S01,D02,Pune,Maharashtra,West,82,2024-07-29,144,144,374,399,0
S01,D02,Pune,Maharashtra,West,83,2024-08-05,51,51,629,0,0
S01,D02,Pune,Maharashtra,West,84,2024-08-12,99,99,578,0,0
S01,D02,Pune,Maharashtra,West,85,2024-08-19,142,142,479,0,0
S01,D02,Pune,Maharashtra,West,86,2024-08-26,104,104,337,396,0
S01,D02,Pune,Maharashtra,West,87,2024-09-02,102,102,629,0,0
S01,D02,Pune,Maharashtra,West,88,2024-09-09,144,144,527,0,0
S01,D02,Pune,Maharashtra,West,89,2024-09-16,176,176,383,422,0
S01,D02,Pune,Maharashtra,West,90,2024-09-23,109,109,629,0,0
S01,D02,Pune,Maharashtra,West,91,2024-09-30,136,136,520,0,0
S01,D02,Pune,Maharashtra,West,92,2024-10-07,115,115,384,360,0
S01,D02,Pune,Maharashtra,West,93,2024-10-14,93,93,629,0,0
S01,D02,Pune,Maharashtra,West,94,2024-10-21,172,172,536,0,0
S01,D02,Pune,Maharashtra,West,95,2024-10-28,133,133,364,398,0
S01,D02,Pune,Maharashtra,West,96,2024-11-04,83,83,629,0,0
S01,D02,Pune,Maharashtra,West,97,2024-11-11,183,183,546,0,0
S01,D02,Pune,Maharashtra,West,98,2024-11-18,175,175,363,441,0
S01,D02,Pune,Maharashtra,West,99,2024-11-25,141,141,629,0,0
S01,D02,Pune,Maharashtra,West,100,2024-12-02,138,138,488,0,0
S01,D02,Pune,Maharashtra,West,101,2024-12-09,122,122,350,401,0
S01,D02,Pune,Maharashtra,West,102,2024-12-16,139,139,629,0,0
S01,D02,Pune,Maharashtra,West,103,2024-12-23,74,74,490,0,0
S01,D02,Pune,Maharashtra,West,104,2024-12-30,114,114,416,0,0
S01,D02,Pune,Maharashtra,West,105,2025-01-06,122,122,302,449,0
S01,D02,Pune,Maharashtra,West,106,2025-01-13,128,128,629,0,0
S01,D02,Pune,Maharashtra,West,107,2025-01-20,117,117,501,0,0
S01,D02,Pune,Maharashtra,West,108,2025-01-27,116,116,384,361,0
S01,D02,Pune,Maharashtra,West,109,2025-02-03,237,237,629,0,0
S01,D02,Pune,Maharashtra,West,110,2025-02-10,283,283,392,520,0
S01,D02,Pune,Maharashtra,West,111,2025-02-17,146,146,629,0,0
S01,D02,Pune,Maharashtra,West,112,2025-02-24,145,145,483,0,0
S01,D02,Pune,Maharashtra,West,113,2025-03-03,143,143,338,434,0
S01,D02,Pune,Maharashtra,West,114,2025-03-10,137,137,629,0,0
S01,D02,Pune,Maharashtra,West,115,2025-03-17,132,132,492,0,0
S01,D02,Pune,Maharashtra,West,116,2025-03-24,116,116,360,385,0
S01,D02,Pune,Maharashtra,West,117,2025-03-31,132,132,629,0,0
S01,D02,Pune,Maharashtra,West,118,2025-04-07,120,120,497,0,0
S01,D02,Pune,Maharashtra,West,119,2025-04-14,134,134,377,386,0
S01,D02,Pune,Maharashtra,West,120,2025-04-21,253,253,629,0,0
S01,D02,Pune,Maharashtra,West,121,2025-04-28,133,133,376,386,0
S01,D02,Pune,Maharashtra,West,122,2025-05-05,189,189,629,0,0
S01,D02,Pune,Maharashtra,West,123,2025-05-12,146,146,440,335,0
S01,D02,Pune,Maharashtra,West,124,2025-05-19,170,170,629,0,0
S01,D02,Pune,Maharashtra,West,125,2025-05-26,204,204,459,374,0
S01,D02,Pune,Maharashtra,West,126,2025-06-02,124,124,629,0,0
S01,D02,Pune,Maharashtra,West,127,2025-06-09,70,70,505,0,0
S01,D02,Pune,Maharashtra,West,128,2025-06-16,144,144,435,338,0
S01,D02,Pune,Maharashtra,West,129,2025-06-23,99,99,629,0,0
S01,D02,Pune,Maharashtra,West,130,2025-06-30,143,143,530,0,0
S01,D02,Pune,Maharashtra,West,131,2025-07-07,182,182,387,424,0
S01,D02,Pune,Maharashtra,West,132,2025-07-14,120,120,629,0,0
S01,D02,Pune,Maharashtra,West,133,2025-07-21,178,178,509,0,0
S01,D02,Pune,Maharashtra,West,134,2025-07-28,126,126,331,424,0
S01,D02,Pune,Maharashtra,West,135,2025-08-04,71,71,629,0,0
S01,D02,Pune,Maharashtra,West,136,2025-08-11,130,130,558,0,0
S01,D02,Pune,Maharashtra,West,137,2025-08-18,79,79,428,0,0
S01,D02,Pune,Maharashtra,West,138,2025-08-25,238,238,349,518,0
S01,D02,Pune,Maharashtra,West,139,2025-09-01,96,96,629,0,0
S01,D02,Pune,Maharashtra,West,140,2025-09-08,129,129,533,0,0
S01,D02,Pune,Maharashtra,West,141,2025-09-15,111,111,404,336,0
S01,D02,Pune,Maharashtra,West,142,2025-09-22,132,132,629,0,0
S01,D02,Pune,Maharashtra,West,143,2025-09-29,140,140,497,0,0
S01,D02,Pune,Maharashtra,West,144,2025-10-06,171,171,357,443,0
S01,D02,Pune,Maharashtra,West,145,2025-10-13,118,118,629,0,0
S01,D02,Pune,Maharashtra,West,146,2025-10-20,175,175,511,0,0
S01,D02,Pune,Maharashtra,West,147,2025-10-27,99,99,336,392,0
S01,D02,Pune,Maharashtra,West,148,2025-11-03,167,167,629,0,0
S01,D02,Pune,Maharashtra,West,149,2025-11-10,89,89,462,0,0
S01,D02,Pune,Maharashtra,West,150,2025-11-17,84,84,373,340,0
S01,D02,Pune,Maharashtra,West,151,2025-11-24,134,134,629,0,0
S01,D02,Pune,Maharashtra,West,152,2025-12-01,171,171,495,0,0
S01,D02,Pune,Maharashtra,West,153,2025-12-08,107,107,324,412,0
S01,D02,Pune,Maharashtra,West,154,2025-12-15,123,123,629,0,0
S01,D02,Pune,Maharashtra,West,155,2025-12-22,156,156,506,0,0
S01,D03,Pune,Maharashtra,West,0,2023-01-02,499,499,1469,0,0
S01,D03,Pune,Maharashtra,West,1,2023-01-09,356,356,970,855,0
S01,D03,Pune,Maharashtra,West,2,2023-01-16,292,292,1469,0,0
S01,D03,Pune,Maharashtra,West,3,2023-01-23,438,438,1177,0,0
S01,D03,Pune,Maharashtra,West,4,2023-01-30,319,319,739,1049,0
S01,D03,Pune,Maharashtra,West,5,2023-02-06,226,226,1469,0,0
S01,D03,Pune,Maharashtra,West,6,2023-02-13,313,313,1243,0,0
S01,D03,Pune,Maharashtra,West,7,2023-02-20,466,466,930,1005,0
S01,D03,Pune,Maharashtra,West,8,2023-02-27,327,327,1469,0,0
S01,D03,Pune,Maharashtra,West,9,2023-03-06,295,295,1142,0,0
S01,D03,Pune,Maharashtra,West,10,2023-03-13,231,231,847,853,0
S01,D03,Pune,Maharashtra,West,11,2023-03-20,300,300,1469,0,0
S01,D03,Pune,Maharashtra,West,12,2023-03-27,271,271,1169,0,0
S01,D03,Pune,Maharashtra,West,13,2023-04-03,220,220,898,791,0
S01,D03,Pune,Maharashtra,West,14,2023-04-10,247,247,1469,0,0
S01,D03,Pune,Maharashtra,West,15,2023-04-17,292,292,1222,0,0
S01,D03,Pune,Maharashtra,West,16,2023-04-24,201,201,930,0,0
S01,D03,Pune,Maharashtra,West,17,2023-05-01,320,320,729,1060,0
S01,D03,Pune,Maharashtra,West,18,2023-05-08,153,153,1469,0,0
S01,D03,Pune,Maharashtra,West,19,2023-05-15,337,337,1316,0,0
S01,D03,Pune,Maharashtra,West,20,2023-05-22,343,343,979,833,0
S01,D03,Pune,Maharashtra,West,21,2023-05-29,393,393,1469,0,0
S01,D03,Pune,Maharashtra,West,22,2023-06-05,286,286,1076,0,0
S01,D03,Pune,Maharashtra,West,23,2023-06-12,284,284,790,963,0
S01,D03,Pune,Maharashtra,West,24,2023-06-19,168,168,1469,0,0
S01,D03,Pune,Maharashtra,West,25,2023-06-26,429,429,1301,0,0
S01,D03,Pune,Maharashtra,West,26,2023-07-03,325,325,872,922,0
S01,D03,Pune,Maharashtra,West,27,2023-07-10,304,304,1469,0,0
S01,D03,Pune,Maharashtra,West,28,2023-07-17,247,247,1165,0,0
S01,D03,Pune,Maharashtra,West,29,2023-07-24,303,303,918,854,0
S01,D03,Pune,Maharashtra,West,30,2023-07-31,456,456,1469,0,0
S01,D03,Pune,Maharashtra,West,31,2023-08-07,121,121,1013,0,0
S01,D03,Pune,Maharashtra,West,32,2023-08-14,347,347,892,924,0
S01,D03,Pune,Maharashtra,West,33,2023-08-21,441,441,1469,0,0
S01,D03,Pune,Maharashtra,West,34,2023-08-28,308,308,1028,0,0
S01,D03,Pune,Maharashtra,West,35,2023-09-04,255,255,720,1004,0
S01,D03,Pune,Maharashtra,West,36,2023-09-11,372,372,1469,0,0
S01,D03,Pune,Maharashtra,West,37,2023-09-18,274,274,1097,0,0
S01,D03,Pune,Maharashtra,West,38,2023-09-25,369,369,823,1015,0
S01,D03,Pune,Maharashtra,West,39,2023-10-02,314,314,1469,0,0
S01,D03,Pune,Maharashtra,West,40,2023-10-09,257,257,1155,0,0
S01,D03,Pune,Maharashtra,West,41,2023-10-16,198,198,898,769,0
S01,D03,Pune,Maharashtra,West,42,2023-10-23,269,269,1469,0,0
S01,D03,Pune,Maharashtra,West,43,2023-10-30,306,306,1200,0,0
S01,D03,Pune,Maharashtra,West,44,2023-11-06,273,273,894,848,0
S01,D03,Pune,Maharashtra,West,45,2023-11-13,89,89,1469,0,0
S01,D03,Pune,Maharashtra,West,46,2023-11-20,213,213,1380,0,0
